age,gender,married,dependents,education,self_employed,employment_type,applicant_income,coapplicant_income,credit_score,loan_amount,loan_term_months,existing_loans_count,property_area,loan_status
45,Male,Yes,0,Graduate,No,Salaried,94270,6637,656,351,180,1,Semiurban,Approved
39,Male,Yes,0,Graduate,No,Salaried,93775,8793,776,174,180,0,Semiurban,Approved
30,Female,Yes,0,Not Graduate,No,Business,45233,28829,602,199,60,1,Semiurban,Rejected
24,Female,No,0,Not Graduate,Yes,Salaried,17539,0,833,167,240,0,Rural,Approved
43,Male,No,1,Graduate,No,Salaried,34345,0,646,179,240,1,Urban,Approved
29,Female,Yes,0,Graduate,No,Business,23950,34796,685,138,240,1,Rural,Approved
44,Female,Yes,0,Graduate,No,Salaried,37978,7479,515,183,60,0,Rural,Rejected
47,Male,Yes,0,Graduate,Yes,Salaried,22739,0,780,392,240,2,Semiurban,Rejected
54,Male,Yes,0,Graduate,No,Salaried,19968,0,800,150,180,1,Semiurban,Approved
40,Female,Yes,3,Graduate,No,Self-Employed,11716,0,573,136,240,1,Urban,Approved
21,Male,Yes,0,Graduate,No,Salaried,39483,0,786,148,60,0,Urban,Approved
31,Female,Yes,0,Graduate,No,Business,11506,29106,560,125,240,1,Semiurban,Approved
54,Male,Yes,1,Graduate,No,Salaried,30942,0,737,152,360,2,Urban,Approved
41,Male,No,3,Graduate,No,Business,51390,0,654,123,360,0,Rural,Approved
45,Female,Yes,2,Graduate,No,Salaried,25310,0,800,238,360,3,Semiurban,Approved
38,Male,Yes,2,Not Graduate,No,Salaried,21112,0,702,226,60,0,Urban,Rejected
27,Male,Yes,3,Graduate,No,Salaried,35104,0,764,397,180,2,Urban,Approved
55,Male,Yes,1,Graduate,No,Salaried,23997,13614,791,133,120,1,Rural,Approved
51,Male,Yes,3,Not Graduate,No,Salaried,39848,7623,654,155,180,0,Urban,Rejected
59,Male,No,0,Graduate,No,Business,21668,26304,677,152,240,1,Semiurban,Approved
54,Male,No,2,Graduate,Yes,Self-Employed,34467,0,580,148,240,0,Urban,Rejected
32,Male,Yes,2,Graduate,No,Self-Employed,30540,0,653,236,360,2,Rural,Rejected
30,Male,Yes,3,Graduate,No,Salaried,36107,30599,853,60,360,2,Semiurban,Approved
30,Male,Yes,0,Graduate,No,Business,82255,0,748,169,120,1,Semiurban,Approved
56,Female,Yes,2,Not Graduate,Yes,Salaried,40131,0,586,364,360,0,Semiurban,Rejected
42,Male,Yes,0,Graduate,No,Self-Employed,46734,29542,827,265,360,3,Urban,Approved
38,Male,No,1,Graduate,No,Self-Employed,26572,0,715,251,240,2,Semiurban,Approved
58,Male,Yes,0,Graduate,No,Salaried,40604,12802,755,205,120,1,Urban,Approved
44,Male,Yes,1,Not Graduate,No,Salaried,31653,0,724,100,120,0,Urban,Rejected
56,Female,Yes,1,Graduate,Yes,Business,36858,0,718,92,180,0,Urban,Approved
59,Male,Yes,0,Graduate,No,Salaried,50235,20330,500,93,60,0,Semiurban,Rejected
24,Male,No,0,Graduate,Yes,Self-Employed,28279,0,780,76,120,2,Rural,Approved
35,Female,Yes,0,Graduate,No,Business,29762,0,477,216,60,0,Urban,Rejected
49,Female,Yes,1,Graduate,Yes,Salaried,28475,19560,771,280,180,0,Rural,Approved
52,Female,Yes,1,Graduate,No,Salaried,28202,19837,689,167,180,0,Rural,Rejected
26,Female,No,1,Graduate,No,Salaried,39601,0,755,201,120,0,Urban,Approved
33,Female,Yes,0,Not Graduate,No,Self-Employed,30273,0,694,156,360,1,Urban,Approved
42,Male,Yes,2,Graduate,No,Salaried,76801,0,774,178,60,2,Urban,Approved
52,Male,Yes,1,Not Graduate,No,Salaried,138632,26812,681,47,180,2,Urban,Approved
25,Male,Yes,0,Graduate,No,Salaried,27338,0,705,157,180,0,Rural,Rejected
44,Male,No,0,Graduate,Yes,Business,42066,0,716,109,180,0,Semiurban,Approved
32,Male,Yes,0,Not Graduate,No,Business,61023,17293,849,132,120,0,Semiurban,Approved
29,Male,Yes,0,Not Graduate,No,Self-Employed,31797,20767,734,150,240,2,Semiurban,Approved
41,Male,Yes,0,Graduate,No,Business,22088,32555,561,94,120,2,Urban,Rejected
37,Female,Yes,0,Graduate,No,Self-Employed,86603,0,629,78,120,0,Rural,Rejected
45,Female,Yes,0,Not Graduate,No,Business,51179,6829,734,92,180,0,Semiurban,Rejected
33,Male,No,0,Graduate,No,Salaried,42589,0,793,65,120,2,Urban,Approved
53,Male,Yes,0,Graduate,Yes,Salaried,75001,9943,615,75,360,1,Semiurban,Approved
24,Male,Yes,2,Graduate,No,Business,53376,0,882,81,180,0,Urban,Approved
54,Male,Yes,0,Graduate,No,Salaried,35455,15306,696,66,120,0,Rural,Approved
22,Female,No,0,Graduate,No,Salaried,22285,0,718,175,240,0,Semiurban,Rejected
49,Female,Yes,1,Graduate,No,Self-Employed,28377,0,567,86,240,0,Rural,Rejected
34,Female,Yes,0,Graduate,No,Self-Employed,66331,0,780,53,180,1,Rural,Approved
35,Female,Yes,0,Graduate,No,Salaried,51075,0,640,110,360,1,Semiurban,Approved
21,Female,Yes,0,Graduate,No,Salaried,33079,32108,613,77,180,0,Semiurban,Rejected
48,Male,No,0,Graduate,No,Salaried,87841,11559,651,279,120,1,Semiurban,Rejected
27,Male,Yes,1,Graduate,No,Salaried,33570,22510,804,144,240,0,Urban,Approved
46,Male,Yes,0,Graduate,No,Salaried,59502,0,722,64,360,0,Rural,Approved
49,Male,Yes,0,Graduate,No,Salaried,40539,0,600,178,120,0,Semiurban,Approved
53,Male,Yes,1,Not Graduate,No,Self-Employed,95461,19218,632,140,60,0,Rural,Approved
48,Male,Yes,3,Graduate,No,Salaried,52919,0,807,119,180,3,Semiurban,Approved
32,Female,Yes,0,Graduate,No,Salaried,37163,13221,659,295,240,0,Urban,Approved
49,Male,Yes,0,Graduate,No,Self-Employed,33210,0,730,82,120,0,Semiurban,Approved
53,Female,No,0,Graduate,No,Salaried,36037,23874,752,225,360,1,Urban,Approved
33,Female,No,1,Graduate,Yes,Salaried,25268,0,372,109,120,0,Urban,Rejected
25,Male,Yes,1,Graduate,No,Salaried,18336,0,794,133,240,0,Semiurban,Approved
55,Male,No,1,Graduate,No,Self-Employed,42377,0,603,92,360,0,Urban,Rejected
26,Male,No,0,Graduate,No,Salaried,27812,0,648,95,120,0,Rural,Approved
44,Male,Yes,0,Graduate,No,Salaried,27776,7182,819,108,180,0,Semiurban,Approved
30,Male,Yes,2,Graduate,No,Salaried,34738,0,810,52,60,1,Semiurban,Approved
25,Female,Yes,0,Graduate,No,Self-Employed,37276,0,724,160,180,0,Urban,Approved
51,Male,Yes,3,Graduate,No,Self-Employed,36450,29709,746,142,180,0,Urban,Approved
26,Male,Yes,0,Graduate,No,Business,86608,0,768,64,240,1,Semiurban,Approved
47,Female,Yes,0,Graduate,No,Self-Employed,50574,0,809,187,180,0,Urban,Approved
48,Male,No,0,Graduate,No,Salaried,104183,0,820,278,180,0,Semiurban,Approved
23,Male,Yes,0,Graduate,Yes,Salaried,29159,21530,690,96,120,0,Semiurban,Approved
27,Male,No,2,Graduate,No,Salaried,53737,0,614,91,60,0,Urban,Approved
51,Male,Yes,0,Graduate,Yes,Salaried,29980,7345,657,234,180,1,Semiurban,Rejected
40,Male,Yes,1,Graduate,No,Salaried,27431,15271,691,164,360,0,Urban,Approved
25,Male,No,1,Graduate,No,Salaried,106167,68064,675,125,240,0,Urban,Rejected
59,Male,Yes,2,Graduate,No,Self-Employed,24734,9383,589,202,180,0,Rural,Approved
31,Male,Yes,1,Graduate,No,Self-Employed,11898,0,719,154,360,2,Urban,Approved
21,Male,Yes,3,Graduate,No,Salaried,25490,8163,539,274,120,0,Urban,Rejected
57,Male,No,2,Graduate,Yes,Salaried,13304,9324,688,133,360,0,Semiurban,Approved
21,Male,Yes,0,Not Graduate,No,Salaried,22569,6984,693,166,120,0,Semiurban,Rejected
42,Male,Yes,2,Not Graduate,No,Salaried,23639,0,690,233,120,0,Rural,Rejected
59,Male,Yes,3,Not Graduate,No,Salaried,36962,0,757,39,360,0,Rural,Approved
43,Male,Yes,0,Graduate,No,Salaried,13033,0,745,237,180,0,Rural,Rejected
43,Male,Yes,1,Graduate,No,Salaried,66037,0,880,104,360,1,Semiurban,Approved
36,Male,Yes,0,Graduate,Yes,Business,14216,17620,633,172,240,2,Semiurban,Rejected
25,Female,Yes,1,Not Graduate,No,Salaried,34068,0,705,309,120,2,Urban,Approved
43,Male,Yes,0,Graduate,No,Salaried,30882,6185,699,115,120,0,Rural,Approved
55,Female,Yes,1,Graduate,Yes,Salaried,54867,18438,695,107,180,1,Semiurban,Approved
24,Male,No,0,Graduate,No,Salaried,43294,20129,566,131,180,0,Urban,Rejected
55,Male,Yes,1,Not Graduate,No,Salaried,65738,32338,573,65,180,2,Semiurban,Rejected
37,Female,Yes,0,Not Graduate,No,Business,30311,9176,681,403,120,1,Rural,Approved
41,Female,Yes,1,Graduate,No,Salaried,28785,0,538,131,120,1,Semiurban,Rejected
27,Female,No,0,Graduate,Yes,Salaried,44640,24239,650,306,180,0,Urban,Approved
45,Male,Yes,1,Graduate,No,Business,60755,38080,622,114,60,1,Rural,Rejected
28,Female,Yes,0,Not Graduate,No,Salaried,54860,0,653,137,180,1,Urban,Rejected
31,Male,Yes,0,Graduate,No,Salaried,42655,0,782,215,60,1,Rural,Rejected
49,Male,Yes,0,Graduate,No,Self-Employed,40796,0,583,77,360,1,Semiurban,Rejected
22,Male,Yes,3,Graduate,No,Salaried,35663,8884,758,128,180,0,Rural,Approved
38,Female,Yes,0,Not Graduate,Yes,Business,44577,0,629,211,120,0,Rural,Rejected
44,Male,Yes,1,Graduate,No,Salaried,100455,0,640,121,240,0,Semiurban,Rejected
26,Female,Yes,0,Graduate,No,Self-Employed,32168,0,722,105,180,0,Rural,Approved
32,Male,No,1,Graduate,Yes,Salaried,30265,18538,655,235,180,0,Urban,Rejected
34,Female,No,0,Graduate,No,Self-Employed,29128,0,600,271,120,0,Urban,Rejected
46,Female,Yes,0,Graduate,No,Self-Employed,44121,3812,647,293,180,0,Urban,Rejected
59,Female,No,0,Graduate,No,Self-Employed,12571,0,520,96,360,0,Semiurban,Rejected
53,Male,No,0,Graduate,No,Business,33944,0,714,101,120,0,Urban,Approved
28,Male,No,0,Graduate,Yes,Self-Employed,56406,10597,401,106,180,3,Semiurban,Rejected
21,Male,No,0,Not Graduate,No,Salaried,27914,6769,760,192,120,0,Rural,Approved
23,Male,Yes,0,Not Graduate,No,Salaried,39869,0,735,74,180,1,Rural,Approved
44,Male,Yes,3,Graduate,No,Salaried,104263,0,824,76,180,0,Urban,Approved
27,Male,Yes,0,Graduate,No,Salaried,42865,0,876,94,120,0,Semiurban,Approved
30,Male,Yes,3,Graduate,No,Salaried,11854,0,764,84,60,0,Urban,Rejected
54,Male,Yes,0,Not Graduate,No,Self-Employed,17945,19920,624,209,180,0,Urban,Rejected
55,Male,Yes,0,Graduate,No,Self-Employed,32032,0,876,202,180,2,Rural,Approved
53,Female,Yes,0,Graduate,No,Business,24296,0,573,106,360,0,Rural,Approved
30,Male,No,0,Not Graduate,Yes,Salaried,38242,16179,509,122,240,0,Urban,Rejected
45,Female,No,0,Graduate,Yes,Self-Employed,31342,15896,847,38,360,1,Urban,Approved
44,Female,Yes,2,Graduate,No,Self-Employed,65058,0,734,107,360,1,Urban,Approved
28,Male,Yes,1,Graduate,No,Business,21043,22734,511,250,60,1,Semiurban,Rejected
42,Female,Yes,1,Graduate,No,Self-Employed,32737,9493,558,104,360,0,Urban,Rejected
41,Male,No,0,Graduate,No,Salaried,40483,15440,730,78,360,2,Urban,Approved
36,Male,No,0,Graduate,No,Salaried,43069,0,602,267,180,0,Semiurban,Rejected
50,Male,Yes,1,Graduate,No,Business,39081,0,615,77,180,0,Urban,Rejected
47,Male,Yes,0,Not Graduate,No,Self-Employed,10877,11808,857,291,120,2,Rural,Approved
41,Male,Yes,0,Graduate,Yes,Self-Employed,37860,7081,873,569,60,2,Rural,Approved
49,Male,No,0,Graduate,No,Self-Employed,33679,2894,693,127,120,3,Semiurban,Approved
50,Female,No,0,Graduate,No,Self-Employed,55941,0,666,250,60,1,Semiurban,Approved
43,Male,Yes,1,Not Graduate,No,Self-Employed,52129,0,761,58,180,2,Rural,Approved
31,Female,Yes,0,Graduate,No,Business,40963,8457,629,57,240,0,Urban,Approved
50,Female,Yes,0,Graduate,No,Business,42471,0,479,90,60,2,Rural,Rejected
48,Male,Yes,3,Not Graduate,Yes,Salaried,71410,0,431,203,120,1,Urban,Rejected
59,Male,No,3,Graduate,No,Salaried,64547,0,673,134,60,0,Rural,Approved
26,Female,No,0,Graduate,No,Salaried,41675,0,759,122,360,0,Urban,Approved
37,Male,Yes,0,Not Graduate,Yes,Salaried,106161,60222,681,70,240,1,Rural,Approved
57,Male,Yes,2,Graduate,No,Self-Employed,26527,0,753,126,60,0,Urban,Approved
41,Male,Yes,0,Graduate,No,Self-Employed,20076,0,762,97,240,3,Rural,Approved
57,Female,Yes,0,Graduate,No,Salaried,36119,0,805,85,240,2,Semiurban,Approved
21,Male,Yes,0,Not Graduate,No,Salaried,30125,45186,697,81,240,1,Urban,Approved
22,Male,No,0,Not Graduate,No,Salaried,10586,5635,705,148,360,0,Rural,Approved
52,Male,No,3,Graduate,No,Self-Employed,26208,23944,677,94,180,1,Urban,Rejected
34,Male,Yes,2,Graduate,No,Self-Employed,43122,27342,657,134,120,1,Semiurban,Rejected
41,Male,No,3,Graduate,No,Salaried,35277,14361,539,55,360,0,Urban,Rejected
37,Female,No,1,Graduate,Yes,Salaried,24631,3816,785,173,240,0,Rural,Approved
36,Female,Yes,1,Graduate,No,Salaried,37092,13663,645,151,120,1,Rural,Rejected
57,Male,Yes,2,Graduate,No,Salaried,38620,11514,640,120,180,0,Semiurban,Rejected
24,Male,Yes,1,Graduate,Yes,Self-Employed,51924,0,631,146,180,0,Rural,Rejected
51,Male,No,0,Graduate,Yes,Business,26351,0,559,214,180,0,Rural,Rejected
55,Male,Yes,0,Graduate,No,Salaried,56214,12741,672,65,180,0,Semiurban,Rejected
46,Male,Yes,0,Graduate,No,Salaried,21050,0,726,139,60,1,Urban,Approved
36,Male,Yes,0,Graduate,No,Salaried,28235,0,617,70,180,0,Semiurban,Rejected
27,Male,Yes,0,Graduate,No,Salaried,84923,16884,773,140,120,1,Urban,Approved
47,Male,Yes,0,Graduate,No,Salaried,21765,0,647,118,60,2,Semiurban,Approved
39,Male,No,1,Graduate,No,Salaried,26124,19119,542,133,180,1,Urban,Approved
26,Male,Yes,0,Graduate,Yes,Salaried,19408,0,804,205,180,1,Rural,Approved
35,Male,Yes,0,Graduate,Yes,Self-Employed,24013,3445,698,202,180,0,Semiurban,Approved
58,Female,No,0,Graduate,No,Salaried,38917,0,758,231,120,0,Semiurban,Approved
31,Female,Yes,0,Not Graduate,Yes,Self-Employed,51703,23015,760,110,180,1,Urban,Approved
27,Female,Yes,3,Graduate,No,Salaried,35979,18395,595,191,120,2,Urban,Rejected
47,Female,Yes,0,Graduate,No,Salaried,30874,0,633,173,60,2,Rural,Rejected
28,Male,Yes,0,Not Graduate,No,Salaried,19509,15627,773,112,240,0,Semiurban,Approved
56,Female,Yes,0,Graduate,No,Salaried,25246,26677,845,142,180,0,Rural,Approved
54,Male,No,2,Graduate,No,Salaried,16764,11169,686,126,180,1,Semiurban,Rejected
59,Male,Yes,1,Graduate,No,Self-Employed,52485,0,624,270,180,3,Urban,Rejected
56,Male,Yes,0,Graduate,No,Business,54341,0,831,201,120,3,Semiurban,Approved
30,Male,Yes,0,Graduate,No,Salaried,35588,0,624,114,120,3,Semiurban,Approved
29,Male,No,1,Graduate,No,Salaried,45285,0,710,110,180,0,Urban,Approved
34,Male,Yes,3,Not Graduate,No,Salaried,56281,0,641,217,240,2,Semiurban,Rejected
39,Female,No,0,Graduate,No,Self-Employed,38201,9402,704,262,180,0,Urban,Approved
55,Female,Yes,0,Graduate,No,Salaried,72897,0,595,157,240,0,Urban,Approved
49,Male,Yes,0,Not Graduate,No,Salaried,21766,7068,646,187,360,1,Urban,Rejected
46,Male,Yes,0,Graduate,No,Business,30506,11614,624,258,120,0,Semiurban,Rejected
55,Female,Yes,1,Graduate,No,Business,28742,0,740,123,360,0,Semiurban,Approved
46,Male,Yes,3,Graduate,No,Self-Employed,50192,0,695,140,240,0,Urban,Approved
35,Male,No,3,Graduate,No,Salaried,17729,0,759,171,180,0,Rural,Approved
37,Male,Yes,2,Not Graduate,Yes,Salaried,74906,23540,606,108,180,0,Rural,Approved
41,Male,Yes,0,Graduate,No,Salaried,48093,0,661,314,180,1,Semiurban,Approved
24,Male,Yes,3,Graduate,No,Self-Employed,87129,17071,736,108,60,0,Urban,Approved
49,Female,Yes,0,Graduate,No,Self-Employed,35586,0,757,138,60,1,Urban,Approved
46,Female,Yes,0,Graduate,No,Salaried,27580,15367,550,350,120,1,Urban,Rejected
49,Male,Yes,1,Graduate,No,Business,50441,16601,709,53,120,0,Rural,Approved
41,Male,Yes,0,Graduate,No,Salaried,60796,14791,607,150,60,2,Rural,Rejected
51,Female,Yes,2,Graduate,No,Self-Employed,25407,0,762,97,60,0,Urban,Approved
58,Male,Yes,3,Graduate,No,Salaried,13376,13555,847,134,360,2,Semiurban,Approved
43,Male,Yes,2,Graduate,No,Salaried,14572,12411,445,73,120,3,Urban,Rejected
38,Male,Yes,2,Not Graduate,Yes,Salaried,41386,8744,621,112,360,2,Urban,Rejected
25,Male,Yes,0,Graduate,No,Self-Employed,78440,0,704,136,180,1,Urban,Approved
51,Male,No,0,Graduate,No,Salaried,18950,7817,680,151,120,1,Urban,Rejected
56,Male,Yes,2,Not Graduate,No,Salaried,31692,0,765,210,120,0,Urban,Approved
48,Male,No,1,Graduate,No,Self-Employed,30509,48432,687,42,120,2,Urban,Approved
54,Male,Yes,3,Graduate,No,Self-Employed,94870,31598,632,126,180,0,Semiurban,Rejected
54,Male,Yes,0,Not Graduate,Yes,Self-Employed,112347,22151,588,123,120,1,Semiurban,Rejected
52,Male,Yes,0,Not Graduate,No,Self-Employed,44901,18955,573,130,240,0,Semiurban,Rejected
40,Female,Yes,0,Graduate,No,Self-Employed,56897,0,613,136,180,1,Urban,Rejected
24,Male,No,1,Graduate,No,Self-Employed,56112,9501,629,89,180,1,Semiurban,Approved
21,Male,No,2,Not Graduate,No,Salaried,19146,0,715,62,180,0,Semiurban,Approved
28,Male,Yes,3,Graduate,No,Salaried,51496,23039,666,150,240,0,Rural,Rejected
37,Female,Yes,0,Graduate,No,Salaried,21812,20616,621,82,360,1,Urban,Rejected
50,Male,Yes,0,Graduate,No,Salaried,33331,26193,589,164,180,3,Semiurban,Approved
38,Female,Yes,0,Graduate,Yes,Salaried,64207,0,617,84,120,0,Urban,Approved
21,Male,No,0,Not Graduate,No,Salaried,37815,14838,629,190,360,1,Urban,Rejected
29,Male,Yes,0,Not Graduate,No,Salaried,63023,0,613,131,360,1,Semiurban,Approved
59,Male,Yes,1,Graduate,No,Self-Employed,69538,0,741,135,240,0,Rural,Approved
59,Male,No,0,Graduate,No,Self-Employed,15086,63178,803,119,240,0,Rural,Approved
35,Female,No,0,Graduate,No,Salaried,12224,12730,574,110,180,1,Semiurban,Rejected
52,Female,Yes,1,Graduate,No,Business,64929,24125,781,120,180,0,Urban,Rejected
49,Male,Yes,2,Graduate,Yes,Salaried,66251,12724,742,242,180,2,Rural,Approved
57,Female,No,0,Graduate,No,Salaried,41287,12548,696,62,180,0,Urban,Approved
55,Male,Yes,0,Graduate,Yes,Salaried,44184,0,817,97,240,1,Semiurban,Approved
45,Male,Yes,1,Graduate,No,Salaried,56756,0,665,228,180,0,Rural,Rejected
36,Male,Yes,2,Graduate,No,Salaried,56230,0,716,202,180,1,Semiurban,Approved
45,Male,No,2,Graduate,Yes,Business,31192,32722,691,263,240,0,Semiurban,Approved
33,Female,No,0,Not Graduate,Yes,Salaried,58567,0,684,130,120,0,Urban,Approved
34,Male,No,0,Graduate,No,Salaried,30539,0,721,69,180,1,Urban,Approved
44,Male,Yes,3,Graduate,No,Salaried,41018,0,684,77,240,1,Rural,Approved
43,Male,Yes,0,Graduate,No,Salaried,40135,0,722,116,60,1,Urban,Approved
43,Male,Yes,0,Graduate,Yes,Self-Employed,23630,0,620,196,120,0,Urban,Rejected
36,Male,No,3,Graduate,No,Self-Employed,25047,0,623,118,60,0,Semiurban,Rejected
36,Male,Yes,0,Graduate,No,Self-Employed,110974,29854,619,114,60,0,Urban,Rejected
21,Male,Yes,1,Graduate,No,Self-Employed,23250,0,647,164,180,0,Urban,Rejected
44,Male,No,2,Graduate,No,Salaried,43695,0,771,136,240,0,Urban,Approved
43,Male,Yes,0,Graduate,Yes,Salaried,48528,20305,638,108,180,0,Semiurban,Approved
57,Male,No,1,Graduate,Yes,Self-Employed,35344,50426,739,81,180,1,Semiurban,Approved
40,Male,Yes,0,Graduate,No,Salaried,50805,22793,704,216,120,0,Rural,Approved
39,Female,No,2,Graduate,Yes,Salaried,42808,0,640,227,240,0,Urban,Rejected
23,Female,Yes,3,Graduate,Yes,Salaried,23503,13669,798,79,180,1,Rural,Approved
28,Male,Yes,2,Graduate,Yes,Self-Employed,47496,0,746,110,240,1,Urban,Approved
34,Female,Yes,0,Not Graduate,No,Salaried,27657,0,680,187,120,1,Urban,Rejected
35,Male,Yes,2,Graduate,No,Business,86711,0,673,76,240,0,Rural,Approved
35,Male,Yes,3,Graduate,Yes,Salaried,45007,14143,688,161,180,1,Rural,Rejected
36,Female,Yes,1,Graduate,No,Salaried,25589,0,542,114,360,0,Urban,Rejected
50,Female,Yes,1,Graduate,No,Salaried,43094,0,606,73,180,1,Urban,Approved
26,Female,No,0,Graduate,No,Salaried,22870,0,722,327,360,2,Rural,Approved
33,Male,Yes,2,Not Graduate,No,Salaried,41311,12784,538,113,180,1,Urban,Rejected
27,Male,No,0,Graduate,No,Self-Employed,32440,0,613,175,120,2,Urban,Approved
33,Male,No,0,Graduate,No,Salaried,24018,0,645,77,240,0,Semiurban,Approved
47,Male,Yes,3,Graduate,No,Salaried,23868,0,900,292,120,0,Rural,Approved
22,Male,No,3,Graduate,No,Salaried,122696,0,741,356,240,0,Semiurban,Approved
34,Male,Yes,3,Not Graduate,Yes,Salaried,38013,0,779,63,120,0,Semiurban,Approved
21,Male,Yes,0,Not Graduate,No,Business,29264,0,608,124,240,0,Rural,Rejected
58,Male,Yes,0,Graduate,No,Salaried,26837,18468,713,261,180,2,Urban,Approved
49,Male,No,0,Graduate,No,Self-Employed,45963,0,522,106,180,0,Rural,Rejected
30,Male,Yes,0,Graduate,Yes,Salaried,26390,0,650,165,240,2,Urban,Rejected
28,Male,Yes,2,Graduate,No,Salaried,21009,0,725,58,240,2,Semiurban,Rejected
24,Male,No,1,Graduate,Yes,Self-Employed,35732,20704,552,91,240,1,Semiurban,Rejected
39,Male,Yes,0,Not Graduate,No,Salaried,35597,0,715,156,240,2,Urban,Approved
50,Male,No,0,Graduate,No,Business,29480,0,723,100,180,0,Semiurban,Approved
43,Male,No,0,Graduate,No,Salaried,23257,0,626,112,240,2,Rural,Rejected
55,Female,No,2,Graduate,Yes,Salaried,29867,0,605,63,120,1,Semiurban,Approved
34,Male,No,1,Graduate,No,Business,28715,40376,616,186,120,1,Urban,Rejected
31,Male,No,0,Graduate,No,Salaried,26791,0,649,69,240,1,Urban,Rejected
39,Male,Yes,0,Graduate,No,Business,41700,0,651,290,180,2,Semiurban,Rejected
28,Female,No,0,Graduate,No,Business,110538,0,726,95,360,2,Semiurban,Approved
59,Female,No,0,Not Graduate,Yes,Salaried,70678,8818,632,200,360,0,Semiurban,Approved
28,Male,Yes,3,Graduate,No,Salaried,95890,0,824,191,360,0,Urban,Approved
39,Male,Yes,1,Graduate,Yes,Self-Employed,27341,0,824,82,180,0,Semiurban,Approved
41,Male,No,0,Graduate,No,Salaried,83897,0,701,101,240,2,Urban,Approved
23,Female,Yes,2,Graduate,Yes,Self-Employed,40686,0,649,107,120,0,Urban,Rejected
39,Male,Yes,0,Graduate,No,Salaried,59467,0,632,111,60,1,Semiurban,Rejected
38,Male,Yes,0,Not Graduate,No,Salaried,45654,0,709,70,240,0,Semiurban,Approved
31,Female,Yes,1,Graduate,No,Salaried,30588,0,724,175,240,2,Rural,Approved
25,Female,No,0,Graduate,No,Self-Employed,52039,0,662,95,60,2,Semiurban,Rejected
22,Male,Yes,0,Graduate,No,Self-Employed,46280,0,645,127,360,1,Urban,Rejected
21,Male,No,2,Graduate,No,Self-Employed,15002,0,712,222,360,0,Rural,Rejected
39,Male,No,3,Not Graduate,No,Salaried,34130,0,686,179,120,2,Urban,Approved
24,Male,Yes,0,Graduate,No,Salaried,56174,9394,629,98,60,0,Rural,Approved
58,Male,No,1,Graduate,No,Salaried,41719,11877,690,226,360,1,Urban,Approved
30,Female,Yes,0,Not Graduate,No,Salaried,45924,0,626,187,60,2,Rural,Approved
46,Female,No,1,Graduate,No,Salaried,24941,0,612,94,120,1,Rural,Rejected
47,Male,No,0,Graduate,No,Salaried,41279,0,680,104,180,2,Rural,Approved
40,Male,Yes,1,Graduate,No,Salaried,34608,0,628,221,240,0,Urban,Rejected
55,Male,No,0,Graduate,No,Salaried,32803,0,614,198,240,1,Rural,Rejected
25,Male,Yes,3,Graduate,No,Self-Employed,25858,55984,774,63,240,2,Semiurban,Approved
30,Female,Yes,2,Not Graduate,No,Salaried,57379,15034,645,81,240,1,Urban,Rejected
30,Male,No,0,Graduate,Yes,Business,43163,0,846,190,240,2,Semiurban,Approved
26,Male,Yes,2,Graduate,No,Salaried,41039,32729,736,75,180,2,Semiurban,Approved
32,Male,Yes,0,Not Graduate,Yes,Salaried,101254,0,606,201,120,0,Rural,Rejected
33,Male,Yes,1,Graduate,No,Business,46023,0,784,354,180,0,Rural,Approved
50,Male,Yes,0,Graduate,No,Salaried,66188,0,616,162,180,1,Semiurban,Rejected
32,Female,No,0,Graduate,No,Self-Employed,41625,0,858,85,60,2,Semiurban,Approved
55,Female,Yes,1,Graduate,Yes,Salaried,30437,0,700,147,180,2,Urban,Rejected
51,Male,Yes,0,Graduate,No,Salaried,21385,0,729,225,120,0,Semiurban,Rejected
56,Female,Yes,0,Graduate,No,Self-Employed,40974,0,683,141,60,1,Rural,Approved
25,Male,No,0,Graduate,No,Salaried,9588,0,704,171,180,1,Semiurban,Rejected
59,Female,Yes,0,Graduate,Yes,Salaried,41616,0,659,90,120,0,Rural,Approved
44,Male,Yes,0,Graduate,No,Salaried,42519,15082,597,94,120,1,Semiurban,Rejected
59,Male,Yes,1,Graduate,No,Salaried,32572,0,711,211,240,3,Urban,Rejected
34,Female,Yes,1,Graduate,No,Salaried,34676,0,772,94,240,1,Semiurban,Approved
58,Male,No,0,Graduate,No,Self-Employed,19427,0,573,37,240,0,Urban,Rejected
43,Male,Yes,0,Graduate,Yes,Salaried,72606,10963,819,115,120,1,Rural,Approved
23,Male,Yes,1,Graduate,No,Business,30680,14196,734,157,180,0,Rural,Rejected
36,Male,No,1,Graduate,No,Salaried,22336,0,641,228,240,1,Rural,Approved
26,Male,Yes,2,Graduate,Yes,Salaried,47683,0,639,306,120,2,Rural,Rejected
57,Male,Yes,0,Graduate,No,Salaried,38383,0,848,140,120,1,Semiurban,Approved
32,Female,Yes,0,Graduate,No,Self-Employed,30359,30089,764,187,180,2,Semiurban,Approved
29,Male,Yes,1,Graduate,No,Self-Employed,28796,0,783,143,180,1,Rural,Approved
42,Male,No,0,Graduate,No,Salaried,36213,0,657,160,120,0,Urban,Rejected
37,Male,No,0,Graduate,No,Salaried,71176,0,730,122,120,1,Rural,Approved
24,Female,No,0,Not Graduate,No,Self-Employed,45925,0,711,163,180,1,Urban,Rejected
